c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11
2.558631407614831432e-01,2.399679134239128819e-01,2.456132797483224772e-01,4.949952446613070656e-01,7.869321843604182298e-01,7.417717097733201870e-01,7.385011193705274257e-01,4.722699131704225506e-01,4.829261733583726235e-01,7.746607385726362871e-01,2
8.184965005438727959e-01,7.746500985971140896e-01,3.498199734725322974e-01,5.476413506059388814e-01,7.135740305516795612e-01,3.212721216742261410e-01,2.936303929114237321e-01,7.720337647689028415e-01,8.079849471315904141e-01,7.208358280867781520e-01,1
2.253768714200894419e-01,2.849418151480346828e-01,2.390161019292504907e-01,5.214550423166125492e-01,7.663014951054376578e-01,7.824633907169729063e-01,7.670435715832759627e-01,5.007793479477173904e-01,5.048602637440681162e-01,7.549044862597701355e-01,2
8.499553490307512060e-01,7.430166967619804552e-01,4.898599848994742434e-01,4.868161596192838725e-01,7.516967793058676461e-01,3.048424966972768102e-01,2.512783799735756607e-01,7.908161297850688776e-01,7.446554818825210642e-01,7.597917729962406774e-01,1
7.064395946972461537e-01,2.311561552701235367e-01,4.389927894045542733e-01,4.789347365206736429e-01,6.008656932594708122e-01,5.938539822693154058e-01,5.028921792092226895e-01,1.390156420239238855e-01,4.214502908395563741e-01,7.067737803938719532e-01,0
7.605893717083961336e-01,3.015626537880764513e-01,4.644963569165901363e-01,4.179752232931145395e-01,5.008848009666809764e-01,4.196746597637185383e-01,5.388189247673322857e-01,2.535828455184535590e-01,5.335787990757441257e-01,8.226103587410427131e-01,0
8.224027632378515529e-01,6.907242084806909377e-01,4.467440917111347720e-01,4.095904076058954901e-01,8.528574110249036444e-01,2.992394355718565047e-01,2.140374414527036750e-01,8.742727172057143115e-01,8.081364486692561577e-01,7.428878342095750487e-01,1
1.170854054778138753e+00,1.159155695289040278e+00,4.376879088474762702e-01,5.417437055683744784e-01,8.445713847538971475e-01,1.390174546446462100e-01,3.050081990447488511e-01,2.565293261402617486e-01,6.042723176922957240e-01,2.128862540746241372e-01,1
2.457663793060186896e-01,2.332034292297797684e-01,2.366698644278093511e-01,5.401892103823190405e-01,7.788807067138445728e-01,7.630104429872632821e-01,7.361314732479297129e-01,4.796915852075237519e-01,5.104399768832886819e-01,7.944366411692938001e-01,2
7.189692554625615184e-01,2.689567429852699476e-01,4.683290821020332784e-01,5.355479721963835038e-01,5.244986656783029444e-01,4.851725435624660854e-01,5.905233847045487927e-01,2.260030600755048302e-01,4.743624235967683900e-01,7.332928328838581589e-01,0
7.811335255837545954e-01,8.296354824947720363e-01,4.893404839295974473e-01,4.929857263478395479e-01,7.790076773038000502e-01,2.864159174302017830e-01,1.949241646486475354e-01,7.441805518154881449e-01,7.363068795026840307e-01,8.027003658294580291e-01,1
7.578166799211329963e-01,7.379442670000233573e-01,4.740450384365878511e-01,5.018908857916059008e-01,7.494504999979167970e-01,2.733192676385430842e-01,2.678291122748307496e-01,7.527267437060283228e-01,7.487185791016568448e-01,7.409387123806172593e-01,1
9.227118235828627446e-01,8.230979817766387319e-01,6.764712086420068271e-01,2.557328427483298583e-01,7.826473031250009704e-01,1.717751115129874107e-01,5.262041567971216249e-01,7.375919305153226802e-01,6.972410386239255020e-01,8.189610491025708372e-01,1
6.002775749249934512e-01,2.186692564905238778e-01,4.359277008416226895e-01,5.154458621372195459e-01,6.101819905167433777e-01,5.275670375488794583e-01,5.248912866467777549e-01,1.962501259966905887e-01,5.567748251823082528e-01,7.575580885087712657e-01,0
7.485164742732424159e-01,8.155887371259000762e-01,5.112543328725798197e-01,5.201166808300707878e-01,7.216151181085591615e-01,2.420385572445931111e-01,2.815469235258836744e-01,7.795289152310520553e-01,7.054808933074607769e-01,7.151231249435852089e-01,1
7.581290744835752493e-01,1.678962849965746629e-01,5.047392250605210462e-01,4.584346507131541459e-01,3.971319077152278831e-01,4.157386120638100202e-01,4.839891807648390443e-01,2.992351942589759894e-01,5.795339289532208671e-01,6.630034753467821673e-01,0
7.447290745521564226e-01,7.026533656447155884e-01,5.374905404076631976e-01,4.484963390440357967e-01,7.806364868803186141e-01,2.237118502916919383e-01,2.541865271916042834e-01,7.630428568630270858e-01,7.501436188354645429e-01,7.357448623446373182e-01,1
2.268700838299387290e-01,2.833228801722288415e-01,2.464630944531422396e-01,5.365646902244372018e-01,7.257032623281836070e-01,7.449256489198958775e-01,7.305099236322568634e-01,4.639845919347824754e-01,4.888225283932708942e-01,7.506418359152815523e-01,2
7.247275744227998917e-01,2.776972930419140395e-01,5.153834618600507955e-01,5.407707723223840190e-01,4.851440103574117813e-01,5.418957899682116386e-01,6.064980763443593714e-01,2.877970416781892027e-01,4.731098853412810668e-01,6.777367199709602996e-01,0
7.355677977291582570e-01,7.191589298372931260e-01,5.037933260116002065e-01,3.960698047630525909e-01,7.905488782272254156e-01,1.845573845819782621e-01,2.553634773774222100e-01,7.386049191831616234e-01,6.502676605493264983e-01,7.162570244718370338e-01,1
7.671887780119851508e-01,3.195002545643829128e-01,4.594202289001440009e-01,5.368010384253596445e-01,4.976801979228733241e-01,4.840227211474839031e-01,4.981743819170043608e-01,2.369176684317733650e-01,5.410570133986245533e-01,7.465513489453028395e-01,0
7.737224310996514420e-01,8.214638796773512386e-01,4.918392860975709935e-01,4.504615738583074847e-01,7.431381024057979179e-01,1.991065450864221709e-01,2.898833407059894229e-01,7.447721398631466094e-01,7.284645622367942330e-01,7.146635541779163825e-01,1
8.418012149891807017e-01,4.061090555008631808e-01,4.829824850987857188e-01,4.390004453873020962e-01,5.219910512664799329e-01,4.802688651809602360e-01,5.811371808618270851e-01,2.346758387039119542e-01,4.072947089745535543e-01,6.829791084820374669e-01,0
7.619491555245928582e-01,7.522203502253594909e-01,4.925427371079959538e-01,4.881348931776640643e-01,7.565195191649970452e-01,2.589692256365754841e-01,2.531659862944267148e-01,7.545166559943566886e-01,7.566597199559896847e-01,7.372790202974300877e-01,1
7.559771103442410878e-01,2.671850734247613879e-01,4.925853436682487985e-01,5.058086622814392808e-01,5.288225089759658326e-01,5.017717051536095818e-01,5.073761021950823347e-01,2.314985385599959700e-01,5.257251890609488942e-01,7.619180665329280400e-01,0
8.132166427346297910e-01,2.809851047627862086e-01,5.003250261620038053e-01,5.537338653623694595e-01,4.854147075714704829e-01,5.119476453633198254e-01,4.590811210121504837e-01,2.559350197671408922e-01,5.358570782598055526e-01,7.113243003534241993e-01,0
2.452169204218736520e-01,2.353199533449382153e-01,2.487686404383235572e-01,4.994608942446796540e-01,7.494282784125059216e-01,7.302570900768236006e-01,7.525187119654668244e-01,5.271748536132302432e-01,4.965216200493346443e-01,7.463314591329949232e-01,2
2.368318070969428479e-01,2.936741191408877572e-01,2.410938115251968217e-01,5.057254868614622367e-01,7.888150327789713590e-01,7.570572806983544289e-01,7.150471953537227421e-01,4.979680886203772805e-01,5.163741525053949788e-01,7.650417663898411158e-01,2
7.160653716338379882e-01,7.062491792424516746e-01,4.039972706708702122e-01,4.860109246030754893e-01,5.967304571321820905e-01,3.396049810710839445e-01,-1.028561023270758712e-01,9.576929828635321051e-01,5.224461761495307055e-01,7.675716206960099264e-01,1
7.066747295211589508e-01,2.263798827640499667e-01,5.424917275977163555e-01,4.847565943334480321e-01,3.721589589567421141e-01,5.410444215797192147e-01,4.700244666433283092e-01,3.351056601548179636e-01,4.740238845731797324e-01,7.421160057739418781e-01,0
2.350561291017574939e-01,2.584451837685879383e-01,2.676603205068023850e-01,5.198872287576203899e-01,7.598548387516995684e-01,7.391572864657717234e-01,7.151582986149709331e-01,4.990175081460830331e-01,4.777552707540554389e-01,7.761986412473647068e-01,2
8.476662682128964788e-01,8.178712228818609820e-01,4.433874552563912830e-01,5.244503783957294996e-01,7.066929944409067188e-01,3.771647673850441751e-01,3.337508221456348401e-01,9.791716648709445359e-01,8.128815256282818646e-01,9.543039057341051734e-01,1
8.914152832433982487e-01,9.122165526337991937e-01,6.832409553601330732e-01,5.078102827443589096e-01,7.226548381324461312e-01,2.227171122980920182e-01,3.116332465640465621e-01,6.174206473355602354e-01,7.000599568415546425e-01,8.342518489350810862e-01,1
7.024178576025297271e-01,2.181413532954225021e-01,4.346070602452949405e-01,4.278960050303173279e-01,5.125546087917787208e-01,5.881408128974877636e-01,5.054612105871533201e-01,1.949883928447611325e-01,5.580094773535296815e-01,7.314751162450519040e-01,0
6.222022847674475443e-01,7.117884022068285965e-01,4.891773407931480078e-01,4.268112670473100945e-01,7.487754875096799267e-01,1.753150300900906122e-01,2.684714903417084741e-01,6.749802171105028226e-01,8.167888083719020420e-01,7.627990473281085482e-01,1
7.114437232829098345e-01,1.950008239104462082e-01,6.264849736945863334e-01,5.143776920286938781e-01,3.541348754788083975e-01,4.469270958581081366e-01,4.275287881328777573e-01,3.416604074650977374e-01,7.281727632651188165e-01,7.162646342169357583e-01,0
8.201412332274841122e-01,6.582354421613315631e-01,5.392609200402741498e-01,4.799296841800553270e-01,8.438369305938365761e-01,1.916703696809187174e-01,3.280457440224654464e-01,8.548582024475150920e-01,8.028425676803918609e-01,7.623792309246646415e-01,1
8.049012849577290574e-01,7.143587975131002743e-01,4.572621875114162848e-01,4.225219659119842652e-01,7.291161013207483332e-01,3.022870250219663046e-01,2.613338485704245207e-01,7.546503768859369465e-01,6.001028283618623504e-01,7.791980535028166788e-01,1
7.683112686775912525e-01,6.664350838367250063e-01,7.360354680872541744e-01,3.291693514081691641e-01,8.428138093986009549e-01,2.417820798612787536e-01,2.277905201124697798e-01,5.801853941185650676e-01,6.744868267552865948e-01,7.698747164874897297e-01,1
7.555370660453596399e-01,7.500866539928456866e-01,4.847731697798064454e-01,4.895358820236593855e-01,7.547031592443003145e-01,2.644520699733889368e-01,2.517000937978255415e-01,7.529228937422492995e-01,7.539018510580050014e-01,7.370224300012158114e-01,1
4.932612823797051238e-01,5.904284457533512942e-01,5.140700688581139044e-01,6.246709261235248167e-01,8.760105917818211685e-01,2.843192188267273934e-01,-9.283684654627488708e-02,9.983663488137919373e-01,5.288975759924061659e-01,5.164115551697665563e-01,1
2.745723817511004361e-01,2.776765770981504677e-01,2.775864181444834267e-01,4.938710041332772249e-01,7.314105463551338060e-01,7.777941968040950060e-01,7.696160735938981645e-01,4.823521847536763052e-01,4.552180273224409879e-01,7.908734727139564713e-01,2
7.797312704982013454e-01,7.288413726497786627e-01,5.033861713967717755e-01,4.482668220130713310e-01,7.292167586487140474e-01,2.576057157675558651e-01,2.399517075122888365e-01,7.097465554071069604e-01,7.412074109483142159e-01,6.722229487756681277e-01,1
6.996735511516783967e-01,2.574550723338216995e-01,5.466407934270214319e-01,5.003036715261458545e-01,4.769787156408639706e-01,4.225918718252715256e-01,6.397397565001006203e-01,2.766596052562854680e-01,4.086079603918916781e-01,7.309731399201075952e-01,0
7.714280405474247537e-01,3.754915104251956293e-01,5.156890336203125980e-01,5.616693350566812626e-01,5.047454876009169755e-01,5.564902012304426826e-01,5.455295636785744140e-01,1.903311217809833256e-01,4.608211522232365520e-01,7.542261653706545665e-01,0
9.159054769319596723e-01,2.476610052137686036e-01,4.897830876396050970e-01,4.238787080178451072e-01,3.985246446040994206e-01,4.714363445167608635e-01,4.367945155972584592e-01,2.541888059126071187e-01,4.969645269836076018e-01,6.240019834556533862e-01,0
7.362266542934533531e-01,2.390245596461811617e-01,4.195017368957952297e-01,4.834501043991129565e-01,5.639975436650863649e-01,4.420186833616309707e-01,5.809631485917348126e-01,2.495855959697925175e-01,5.403625623306923531e-01,7.385516215005408780e-01,0
7.747060966428261919e-01,3.306941272178686719e-01,4.460158705679431734e-01,4.957706917061595053e-01,5.176679669050805455e-01,4.489963173880513470e-01,5.505985999953978416e-01,2.331745456255660542e-01,7.138593719901999979e-01,6.286496087259738630e-01,0
7.213599507910014585e-01,8.272738254439635508e-01,3.291014035147064587e-01,4.614458495079891698e-01,8.750321682301189785e-01,2.928526903777148305e-01,4.309596200294288915e-01,7.923481081980552343e-01,8.799294912110149358e-01,6.230375255427322845e-01,1
7.905230075661024980e-01,2.587803525499801083e-01,5.515888385810037153e-01,5.621855456157940356e-01,4.835294266639926231e-01,4.543867384781795637e-01,5.966916387958469681e-01,2.069706650615397714e-01,4.767548428371124469e-01,7.276603891975479410e-01,0
7.490248898873134165e-01,2.895146305659921371e-01,6.167948083074095145e-01,5.061414454166778265e-01,5.315108809437599779e-01,6.336854525259179027e-01,5.544064280849072546e-01,5.701095729884622654e-02,5.279352521205227244e-01,7.167519493707577016e-01,0
7.862055084118021453e-01,7.983123087341572610e-01,4.570678144418544586e-01,5.262757927501580113e-01,6.083329434321331775e-01,2.745266163140728799e-01,2.038897315529678012e-01,8.539332965856597513e-01,7.113437258309339706e-01,7.924595983617479522e-01,1
2.436951797301345757e-01,2.757596963636078091e-01,2.583472574100197927e-01,5.155663984998931637e-01,7.685499031908388234e-01,7.654108890233946028e-01,7.329287218574801477e-01,5.238568752289214370e-01,4.804895266009966415e-01,7.371632786103752277e-01,2
7.607243466856633551e-01,7.450859448880271518e-01,4.899424570245896060e-01,4.912620489609290653e-01,7.567899516450757869e-01,2.747362789448341558e-01,2.520093282364817555e-01,7.538621360384104575e-01,7.510649177653230257e-01,7.340754670277898075e-01,1
2.373780094154045728e-01,2.820679820319265674e-01,2.518489683407210689e-01,5.112083889115739410e-01,7.258104479489385641e-01,7.522044799273419624e-01,7.419259369783901548e-01,4.700608316662319708e-01,4.558364047554103182e-01,7.321501865634191253e-01,2
6.916537292361349953e-01,2.632081132078109009e-01,5.002694571376224975e-01,5.471846738041231673e-01,5.224680228254141579e-01,5.061217748022539542e-01,4.925796708490297049e-01,2.085063143173040701e-01,4.922528380276744997e-01,7.005562104984811578e-01,0
2.789497212339472343e-01,2.312064158431947070e-01,2.442647595243816749e-01,4.811350512426682546e-01,7.260547917719043509e-01,7.448833304545041667e-01,7.263719003772565186e-01,5.131357609417652732e-01,5.047939451836032099e-01,7.496456263396609199e-01,2
7.135075282129108576e-01,2.958509705160594083e-01,4.854905143867159767e-01,4.820401931863490530e-01,5.201793154107055006e-01,4.931252775376848696e-01,5.183676607948635162e-01,2.380430922309328401e-01,5.389872281960677025e-01,7.666191239834809767e-01,0
7.767391621738434226e-01,7.479939571491384109e-01,4.974414781633482718e-01,5.141151982438739720e-01,7.311155017403971890e-01,2.684390504450593351e-01,2.328788452358680761e-01,7.710541936150958620e-01,7.452494623865151269e-01,7.240545924538135392e-01,1
7.989566502535758730e-01,9.337107762748890760e-01,2.981026287123343943e-01,5.194932481911147537e-01,1.014432003431250617e+00,2.786567456294397616e-01,2.121473896532186099e-01,6.107511819533486541e-01,8.539742621015691260e-01,7.268320765560177810e-01,1
7.702995641249289482e-01,8.563621452978806836e-01,4.769595279009186117e-01,6.164375299027321509e-01,8.654000577096557789e-01,2.854047820900426080e-01,3.782409006931952700e-01,7.262548815265394975e-01,7.616333772913781441e-01,1.002261147998219304e+00,1
8.027057122257313937e-01,7.854256078321202317e-01,3.072148330199251931e-01,5.508508601118791148e-01,8.081716385780388645e-01,1.963006964862350490e-01,3.560560598314532754e-01,8.168920465956669430e-01,6.003318270117647959e-01,8.996332696801205842e-01,1
2.692532247349249674e-01,2.725236577693984641e-01,2.920515997878986303e-01,4.956410693596043915e-01,7.871186735127606582e-01,7.397669632988725930e-01,7.476613807101049058e-01,5.274784080740075876e-01,4.662425879833159148e-01,7.866288568160736405e-01,2
8.677500273487921412e-01,3.435392535314165663e-01,5.215841598215148478e-01,4.863018915847603929e-01,5.537903264151595728e-01,5.519901161202912521e-01,4.286996159480135904e-01,2.467340972487261641e-01,4.820858020336627470e-01,7.681439580424990199e-01,0
2.374900298681833499e-01,2.761766920486909971e-01,2.835626651640209550e-01,5.217823550508191577e-01,7.384787678431180558e-01,7.636946414102335767e-01,7.211517018695928760e-01,4.791735991059951072e-01,4.953727454764382809e-01,7.530003409370454870e-01,2
7.553103877856316428e-01,6.652843537659546280e-01,5.355175574367411206e-01,4.944392500739319685e-01,8.130728572427545764e-01,2.674780977081570588e-01,2.921988629094137702e-01,6.781740769235122812e-01,7.466278087425661791e-01,7.274986354605207373e-01,1
2.607973410194750485e-01,2.522020060514874595e-01,2.572930533278390830e-01,4.935734907624697021e-01,7.355266091106930082e-01,7.883297200510875902e-01,7.524008409313964751e-01,5.111171799462542742e-01,4.807562092679606436e-01,7.799397127830607346e-01,2
7.459358627806371711e-01,2.656051405873726123e-01,4.898468954343235815e-01,5.044769279172844900e-01,5.171373359804817271e-01,4.951993442897604791e-01,4.979538129813804725e-01,2.330484170417191081e-01,5.148135128181616782e-01,7.389858546420329244e-01,0
7.341798339760349235e-01,7.908095967027856110e-01,5.492347073745467156e-01,5.622027898824040193e-01,6.609920274260792095e-01,2.104675325938706598e-01,2.571653363232310752e-01,7.533082595376506818e-01,6.653626876079610231e-01,7.473899135503557778e-01,1
7.527313784311678857e-01,7.565721024267242356e-01,4.900630813740243785e-01,4.936162510979539286e-01,7.603832639889340772e-01,2.668047133950087746e-01,2.561296737568128923e-01,7.570740636750984409e-01,7.534317222549036241e-01,7.365511169506133715e-01,1
7.835951524681278313e-01,8.132330262813175503e-01,4.916079791838896540e-01,5.007471026975934825e-01,7.527974120339203656e-01,2.687464522559983027e-01,2.983092389243564013e-01,6.566934650745437363e-01,6.798363331528985976e-01,6.816288418204899946e-01,1
7.068968139027209663e-01,1.634576944814232213e-01,4.503445624919431567e-01,4.060799774781367888e-01,4.752452026167519050e-01,5.178198629956989318e-01,4.906197967486826683e-01,2.679862777413795638e-01,5.895490324049743602e-01,6.702303041331520994e-01,0
7.349768929703553999e-01,2.893216527422082796e-01,4.030490651205086428e-01,4.218311211313742204e-01,5.765755104176991663e-01,5.707068470636594837e-01,4.486588558688455741e-01,2.862000858306020246e-01,5.219838512505061701e-01,7.019013355471294124e-01,0
7.217220279002033445e-01,1.987682745728799605e-01,4.943156645894676848e-01,5.034684715311852354e-01,4.536296920434205737e-01,4.868368353834848228e-01,5.211329589308589805e-01,2.883781062463741107e-01,5.076955933205390403e-01,7.289958258361568522e-01,0
7.531654744985236682e-01,3.835153537991193295e-01,5.124911628197852398e-01,3.777634596403844913e-01,5.383537833277887152e-01,4.979292902314561564e-01,3.896563760281119837e-01,1.900318911000607180e-01,5.031349603769114109e-01,8.225196317287479797e-01,0
5.911148791764164745e-01,9.918716799867620670e-01,5.002427094864985158e-01,5.224225638453047216e-01,8.482864586229437176e-01,1.882664954554528203e-01,4.658224358127305287e-01,1.031221175682407676e+00,8.127125581090787199e-01,6.859278751047639400e-01,1
9.168530867541715423e-01,5.648954765415628021e-01,3.188083730303925556e-01,6.177519578406697187e-01,8.365229407709199316e-01,2.740216365089285788e-01,7.406756762583838194e-02,6.549177496418532307e-01,7.469475454195603215e-01,6.156232847235398875e-01,1
7.682260625934436149e-01,2.522399940310627864e-01,4.595678239153309641e-01,3.627630273921007564e-01,5.584615068700500284e-01,6.264891752585359797e-01,5.374141373909789854e-01,1.939152704764652568e-01,4.667452480514473478e-01,8.054216291785055715e-01,0
6.737176743540568280e-01,7.974931632040073159e-01,4.335062052635107466e-01,2.933530070466745521e-01,8.484168676671242082e-01,1.587461765366646183e-01,2.222166121008690154e-01,7.206417353426423089e-01,6.901341285726296793e-01,7.205595135360175485e-01,1
7.898833694971570951e-01,7.780310390314512103e-01,5.074957970227171877e-01,4.584721775868181859e-01,7.176059187251488947e-01,1.882232056549206500e-01,2.283176210717900168e-01,7.647954373436743891e-01,8.107726552855193392e-01,7.466813620614758396e-01,1
8.203761702353323804e-01,5.534022864970927769e-01,2.791208323053243623e-01,1.909594396678090389e-01,5.684694282681392874e-01,5.197632460745099658e-02,3.842307281669531949e-01,9.286899954275644742e-01,7.535211589768067153e-01,1.045105695633688825e+00,1
7.112879642501555022e-01,6.937010081157791719e-01,5.033291690766545923e-01,5.234486801126027045e-01,6.717427030306657443e-01,3.483429023475554387e-01,2.439634909439386268e-01,7.577228456209584850e-01,7.778588653841542744e-01,7.772310985272782302e-01,1
5.824914719904675797e-01,5.930462637418179028e-01,3.960499434017812348e-01,5.396291193431834721e-01,7.254614577737226178e-01,2.760131364938268050e-01,2.651701834430799098e-01,6.882959932117299617e-01,7.723607432089365510e-01,4.890206427385860311e-01,1
2.222845111417319219e-01,2.903927580717894363e-01,2.733820213826128054e-01,5.257751414316933491e-01,7.309379004999613239e-01,7.472350880276568130e-01,7.409799835349500929e-01,4.650145593349094275e-01,4.606547813697338123e-01,7.438860190574536624e-01,2
8.201582597254024609e-01,7.526257951305339589e-01,2.377544073477441677e-01,6.402115391127459754e-01,9.744639038432878486e-01,1.357655097118203980e+00,8.461324410778600091e-01,1.236091332743582072e+00,9.694704890834757727e-01,1.144996952491046383e+00,-1
2.675050587561838000e-01,2.394187659783257593e-01,2.410548877056024331e-01,4.915310811772343191e-01,7.343869289876153728e-01,7.287143870297895232e-01,7.346669142660372520e-01,5.251234467743705059e-01,4.689977794616960738e-01,7.641356412025857026e-01,2
2.306896765502157165e-01,2.577086664217982936e-01,2.729423606137759140e-01,5.025471233225115020e-01,7.884038291315903502e-01,7.785193651581261420e-01,7.420634289242091786e-01,4.664012663530376912e-01,5.035662241758687152e-01,7.756797261362273765e-01,2
6.416328050155448715e-01,7.412019575631592083e-01,3.622769671919265355e-01,5.726708515727418902e-01,7.028126828669789550e-01,2.888086838935577383e-01,2.257238049925575085e-01,7.873212483285447760e-01,7.030710624956791888e-01,7.802376542194370268e-01,1
7.067014886603802948e-01,3.865436072773256182e-01,5.436721798556998220e-01,4.697430413671235261e-01,4.760097905780600880e-01,5.226638425023663048e-01,5.839060791415849883e-01,2.283065359344342571e-01,5.179303524272942383e-01,7.305150134868848566e-01,0
7.638039158924554428e-01,6.744817798083624361e-01,4.312437386322567345e-01,3.878079513725302130e-01,8.212689230892253889e-01,2.464803954020438614e-01,3.669984007171057661e-01,7.347481284665263734e-01,5.469254312265084961e-01,6.546201313030838298e-01,1
7.733477085436393228e-01,2.505839935105830807e-01,4.756291779317658452e-01,4.644438799491564795e-01,5.463541788850823089e-01,4.338981757715884569e-01,5.403279506100525653e-01,2.071634388541617466e-01,5.525924105509727458e-01,7.920498403673367216e-01,0
7.667257298603626925e-01,7.945460134497543958e-01,5.084252670007537445e-01,4.238785526163530992e-01,7.531164313540585908e-01,3.927745245590681389e-01,2.666444728770565042e-01,7.303182528174951837e-01,7.012315755737339451e-01,7.054914095354360981e-01,1
7.806937767885537838e-01,1.550035091626748018e-01,5.456391757718668245e-01,5.151407004075071461e-01,5.028690305233234348e-01,5.052104557758663184e-01,4.142465706172462903e-01,1.588841532537467183e-01,4.606622389165990206e-01,7.189803933436548222e-01,0
7.443789730532489601e-01,2.626949407779536338e-01,4.889810980361726789e-01,5.035119534820173826e-01,5.200692757613128991e-01,5.033743769415471858e-01,5.036645825698861101e-01,2.267511056833081962e-01,5.117619623300310172e-01,7.331466494912246556e-01,0
2.335985721081344502e-01,2.652594757014423155e-01,2.853840566645828858e-01,5.468972631121336025e-01,7.582544539433156983e-01,7.887303141969068676e-01,7.422508969120467093e-01,4.925213878337901807e-01,5.169473966955491218e-01,7.613027217473153918e-01,2
2.641846175213486969e-01,2.945524030306092556e-01,2.881033331894928273e-01,5.031190323166452316e-01,7.629362564287955895e-01,7.424599896583661263e-01,7.788235974528469052e-01,4.710921805871831070e-01,4.671415726291664461e-01,7.967200879375024858e-01,2
9.304448024936847750e-01,9.261630701797342047e-01,4.358014364093422688e-01,6.647622020360981487e-01,7.440915190169189453e-01,3.304332597864347854e-01,2.123511497536470782e-01,5.652922978217232997e-01,8.020815403617332917e-01,6.023176871809894362e-01,1
7.779330519532583477e-01,8.539535857551584508e-01,5.277761916454464242e-01,3.057852399187840353e-01,6.390638386344472677e-01,1.088643297367020979e-01,-1.339309887759432272e-02,7.979450893354937957e-01,7.475658885011110533e-01,6.351559968614439722e-01,1
7.454567280177001320e-01,3.129773104010247775e-01,3.757375043285055005e-01,5.784063876516287728e-01,5.693490954149766914e-01,4.770084626873286049e-01,4.870679471304602548e-01,2.228670110867936316e-01,4.870000041458350526e-01,6.853662411371652663e-01,0
2.234605841457850128e-01,2.336334432492575552e-01,2.633719723101384802e-01,4.816277458243488629e-01,7.685057272508014625e-01,7.561415297125611001e-01,7.205608211530487583e-01,5.250254508277055754e-01,5.079217344767035236e-01,7.954565477052255584e-01,2
8.098123255384550578e-01,6.002409255503854402e-01,4.658148392850053332e-01,4.809013188722842114e-01,8.114224861351182483e-01,2.721217214672499440e-01,2.367572286601991871e-01,8.509646502378961364e-01,6.710407227017138876e-01,6.598888548733947701e-01,1
7.536574978454649854e-01,2.691886023010726103e-01,4.791742147307452293e-01,4.950357371678338891e-01,5.273206913473378332e-01,5.090989712488530605e-01,5.001893657573083241e-01,2.306458805265987622e-01,5.144304829124300982e-01,7.416124508858804587e-01,0
7.597762688517829543e-01,2.441170658645389624e-01,4.854381822294753790e-01,5.208755792638392057e-01,5.026512276889455455e-01,4.979912705653079530e-01,5.041149318908132448e-01,2.267613457511745700e-01,5.113708490507333781e-01,7.518394171802562642e-01,0
2.434664729562679431e-01,2.876123951603188345e-01,2.680285758918525274e-01,5.232278673501623567e-01,7.833356441623486877e-01,7.522761116762809452e-01,7.411705641570612846e-01,5.009173066155431231e-01,4.848932606947534141e-01,7.956832185902028565e-01,2
7.870460317273937356e-01,7.442283176999018313e-01,4.816252199364224884e-01,4.012684267426478435e-01,8.093092471605675131e-01,2.739797768247845822e-01,2.723303957837292510e-01,8.211210641919578501e-01,7.487043896957897848e-01,7.203135370185340669e-01,1
7.720142396141279617e-01,6.664388054820565843e-01,5.242429317055588012e-01,4.726818679916269250e-01,7.129496026329914526e-01,2.803662915055723515e-01,2.221548126662882539e-01,6.725084137461830869e-01,7.830694670848524774e-01,7.266781490212438355e-01,1
7.349192322256371535e-01,6.925193334380457255e-01,5.260300662913874881e-01,4.768163069091149175e-01,7.676454863992111521e-01,2.498534061625384550e-01,2.361425597067315918e-01,7.533659595803917641e-01,7.271978397491714041e-01,7.102370755507693145e-01,1
6.653962605138790121e-01,9.559007775565309117e-01,3.926674440386885290e-01,8.141445041398318594e-01,5.171225219711779175e-01,5.603292985321545183e-02,-4.608837515725261458e-02,7.794093452347636841e-01,7.897292775865063508e-01,8.987960194858579666e-01,1
7.354229061617082452e-01,2.918492767746046490e-01,5.121775139099089547e-01,5.183750185682876044e-01,5.144435185420199730e-01,5.165593112229404094e-01,4.827486742560527233e-01,2.429517417831922044e-01,5.241791041367224180e-01,7.305727728376514296e-01,0
2.801126954698188731e-01,2.680638851553577284e-01,2.742080329005208150e-01,5.259149866858009448e-01,7.570004501769674876e-01,7.699926849734290979e-01,7.206232065053678193e-01,4.701730846473801684e-01,4.888968532145581691e-01,7.636207874710673194e-01,2
2.507472954821411415e-01,2.676802533414663898e-01,2.435952576436182793e-01,5.292131848779064729e-01,7.691323653355969237e-01,7.234391915892393055e-01,7.388193443526478443e-01,4.987287349519922697e-01,4.512472339613671779e-01,7.966032921580604720e-01,2
7.527037666925743276e-01,7.433238938494437509e-01,5.367020003487494861e-01,4.328016771396582252e-01,8.332195529410020285e-01,3.122196806667644764e-01,3.195782575047513285e-01,6.498017587831842468e-01,7.208421769496305975e-01,7.327357343591780481e-01,1
2.453920526228829391e-01,2.956699729253318143e-01,2.753870861958180871e-01,4.957280875992628455e-01,7.832485361848846583e-01,7.786252374756872374e-01,7.750315714714102189e-01,4.927446689309293304e-01,4.938116972149247386e-01,7.655359442701170636e-01,2
7.554485423736709837e-01,2.356177757360811142e-01,4.702148814956496059e-01,4.821566309884092183e-01,4.098087620349964988e-01,1.531438587768836346e-01,3.853504160378413146e-01,3.411225399075343279e-01,5.501990217684366025e-01,7.415427763931154992e-01,0
